,IP,,,PORT,,TYPE,Æ´½Ó
{'ip_port': ',110.189.207.60,,:,30392,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.189.207.60:30392', 'user_pass': ''},"
{'ip_port': ',112.64.76.70,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '112.64.76.70:8118', 'user_pass': ''},"
{'ip_port': ',61.143.19.17,,:,20772,"', 'user_pass': ''},",HTTP,"{'ip_port': '61.143.19.17:20772', 'user_pass': ''},"
{'ip_port': ',221.229.18.85,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '221.229.18.85:3128', 'user_pass': ''},"
{'ip_port': ',117.62.113.64,,:,25190,"', 'user_pass': ''},",HTTPS,"{'ip_port': '117.62.113.64:25190', 'user_pass': ''},"
{'ip_port': ',27.40.143.81,,:,61234,"', 'user_pass': ''},",HTTPS,"{'ip_port': '27.40.143.81:61234', 'user_pass': ''},"
{'ip_port': ',110.73.3.117,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.3.117:8123', 'user_pass': ''},"
{'ip_port': ',121.31.145.100,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '121.31.145.100:8123', 'user_pass': ''},"
{'ip_port': ',183.51.122.45,,:,80,"', 'user_pass': ''},",HTTP,"{'ip_port': '183.51.122.45:80', 'user_pass': ''},"
{'ip_port': ',180.119.65.115,,:,3128,"', 'user_pass': ''},",HTTP,"{'ip_port': '180.119.65.115:3128', 'user_pass': ''},"
{'ip_port': ',115.46.101.237,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.46.101.237:8123', 'user_pass': ''},"
{'ip_port': ',139.208.195.96,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '139.208.195.96:8118', 'user_pass': ''},"
{'ip_port': ',221.8.170.46,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '221.8.170.46:8118', 'user_pass': ''},"
{'ip_port': ',110.73.4.255,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.4.255:8123', 'user_pass': ''},"
{'ip_port': ',110.73.31.135,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.73.31.135:8123', 'user_pass': ''},"
{'ip_port': ',171.39.39.197,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '171.39.39.197:8123', 'user_pass': ''},"
{'ip_port': ',115.46.65.157,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '115.46.65.157:8123', 'user_pass': ''},"
{'ip_port': ',27.40.145.115,,:,61234,"', 'user_pass': ''},",HTTPS,"{'ip_port': '27.40.145.115:61234', 'user_pass': ''},"
{'ip_port': ',222.94.196.68,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '222.94.196.68:3128', 'user_pass': ''},"
{'ip_port': ',182.42.244.58,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '182.42.244.58:808', 'user_pass': ''},"
{'ip_port': ',118.254.144.45,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '118.254.144.45:3128', 'user_pass': ''},"
{'ip_port': ',116.225.67.211,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '116.225.67.211:8118', 'user_pass': ''},"
{'ip_port': ',110.72.28.1,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.72.28.1:8123', 'user_pass': ''},"
{'ip_port': ',110.72.25.107,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.72.25.107:8123', 'user_pass': ''},"
{'ip_port': ',121.31.147.115,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '121.31.147.115:8123', 'user_pass': ''},"
{'ip_port': ',110.73.5.75,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.5.75:8123', 'user_pass': ''},"
{'ip_port': ',110.73.43.219,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.43.219:8123', 'user_pass': ''},"
{'ip_port': ',118.254.145.140,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '118.254.145.140:3128', 'user_pass': ''},"
{'ip_port': ',125.45.114.107,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '125.45.114.107:8118', 'user_pass': ''},"
{'ip_port': ',124.79.45.197,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '124.79.45.197:8118', 'user_pass': ''},"
{'ip_port': ',115.46.79.186,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.46.79.186:8123', 'user_pass': ''},"
{'ip_port': ',110.73.29.196,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.29.196:8123', 'user_pass': ''},"
{'ip_port': ',115.46.76.201,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '115.46.76.201:8123', 'user_pass': ''},"
{'ip_port': ',42.58.87.162,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '42.58.87.162:8118', 'user_pass': ''},"
{'ip_port': ',110.72.36.215,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.72.36.215:8123', 'user_pass': ''},"
{'ip_port': ',222.71.88.147,,:,38747,"', 'user_pass': ''},",HTTP,"{'ip_port': '222.71.88.147:38747', 'user_pass': ''},"
{'ip_port': ',124.167.221.14,,:,80,"', 'user_pass': ''},",HTTPS,"{'ip_port': '124.167.221.14:80', 'user_pass': ''},"
{'ip_port': ',183.48.89.203,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '183.48.89.203:8118', 'user_pass': ''},"
{'ip_port': ',110.88.8.161,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.88.8.161:8118', 'user_pass': ''},"
{'ip_port': ',110.73.1.24,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.1.24:8123', 'user_pass': ''},"
{'ip_port': ',49.85.7.65,,:,30602,"', 'user_pass': ''},",HTTPS,"{'ip_port': '49.85.7.65:30602', 'user_pass': ''},"
{'ip_port': ',49.71.81.139,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '49.71.81.139:3128', 'user_pass': ''},"
{'ip_port': ',119.162.246.213,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '119.162.246.213:8118', 'user_pass': ''},"
{'ip_port': ',110.73.28.173,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.28.173:8123', 'user_pass': ''},"
{'ip_port': ',110.88.112.86,,:,31667,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.88.112.86:31667', 'user_pass': ''},"
{'ip_port': ',121.236.81.54,,:,31960,"', 'user_pass': ''},",HTTP,"{'ip_port': '121.236.81.54:31960', 'user_pass': ''},"
{'ip_port': ',110.73.54.8,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.54.8:8123', 'user_pass': ''},"
{'ip_port': ',113.243.177.55,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '113.243.177.55:3128', 'user_pass': ''},"
{'ip_port': ',110.72.193.252,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.72.193.252:8123', 'user_pass': ''},"
{'ip_port': ',110.73.29.234,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.73.29.234:8123', 'user_pass': ''},"
{'ip_port': ',115.46.68.99,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.46.68.99:8123', 'user_pass': ''},"
{'ip_port': ',36.26.106.189,,:,42343,"', 'user_pass': ''},",HTTPS,"{'ip_port': '36.26.106.189:42343', 'user_pass': ''},"
{'ip_port': ',114.231.242.53,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '114.231.242.53:808', 'user_pass': ''},"
{'ip_port': ',113.120.62.240,,:,34228,"', 'user_pass': ''},",HTTPS,"{'ip_port': '113.120.62.240:34228', 'user_pass': ''},"
{'ip_port': ',49.73.45.99,,:,20411,"', 'user_pass': ''},",HTTPS,"{'ip_port': '49.73.45.99:20411', 'user_pass': ''},"
{'ip_port': ',49.73.45.99,,:,20411,"', 'user_pass': ''},",HTTP,"{'ip_port': '49.73.45.99:20411', 'user_pass': ''},"
{'ip_port': ',111.192.189.195,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '111.192.189.195:8118', 'user_pass': ''},"
{'ip_port': ',42.55.201.248,,:,20565,"', 'user_pass': ''},",HTTP,"{'ip_port': '42.55.201.248:20565', 'user_pass': ''},"
{'ip_port': ',140.250.171.164,,:,25457,"', 'user_pass': ''},",HTTP,"{'ip_port': '140.250.171.164:25457', 'user_pass': ''},"
{'ip_port': ',122.235.186.184,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '122.235.186.184:8118', 'user_pass': ''},"
{'ip_port': ',115.210.180.162,,:,23783,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.210.180.162:23783', 'user_pass': ''},"
{'ip_port': ',117.91.246.158,,:,38036,"', 'user_pass': ''},",HTTPS,"{'ip_port': '117.91.246.158:38036', 'user_pass': ''},"
{'ip_port': ',125.106.226.25,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '125.106.226.25:808', 'user_pass': ''},"
{'ip_port': ',211.147.67.150,,:,80,"', 'user_pass': ''},",HTTP,"{'ip_port': '211.147.67.150:80', 'user_pass': ''},"
{'ip_port': ',49.89.84.211,,:,20884,"', 'user_pass': ''},",HTTPS,"{'ip_port': '49.89.84.211:20884', 'user_pass': ''},"
{'ip_port': ',60.169.219.20,,:,47592,"', 'user_pass': ''},",HTTPS,"{'ip_port': '60.169.219.20:47592', 'user_pass': ''},"
{'ip_port': ',182.92.70.178,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '182.92.70.178:808', 'user_pass': ''},"
{'ip_port': ',110.72.23.105,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.72.23.105:8123', 'user_pass': ''},"
{'ip_port': ',118.254.145.173,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '118.254.145.173:3128', 'user_pass': ''},"
{'ip_port': ',110.73.51.50,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.73.51.50:8123', 'user_pass': ''},"
{'ip_port': ',115.226.137.79,,:,28207,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.226.137.79:28207', 'user_pass': ''},"
{'ip_port': ',36.25.109.142,,:,41487,"', 'user_pass': ''},",HTTPS,"{'ip_port': '36.25.109.142:41487', 'user_pass': ''},"
{'ip_port': ',182.34.55.248,,:,33591,"', 'user_pass': ''},",HTTP,"{'ip_port': '182.34.55.248:33591', 'user_pass': ''},"
{'ip_port': ',114.230.234.157,,:,8090,"', 'user_pass': ''},",HTTP,"{'ip_port': '114.230.234.157:8090', 'user_pass': ''},"
{'ip_port': ',120.35.203.92,,:,41074,"', 'user_pass': ''},",HTTP,"{'ip_port': '120.35.203.92:41074', 'user_pass': ''},"
{'ip_port': ',59.51.122.195,,:,3128,"', 'user_pass': ''},",HTTP,"{'ip_port': '59.51.122.195:3128', 'user_pass': ''},"
{'ip_port': ',59.32.37.225,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '59.32.37.225:3128', 'user_pass': ''},"
{'ip_port': ',114.230.41.164,,:,3128,"', 'user_pass': ''},",HTTP,"{'ip_port': '114.230.41.164:3128', 'user_pass': ''},"
{'ip_port': ',180.108.148.154,,:,28709,"', 'user_pass': ''},",HTTPS,"{'ip_port': '180.108.148.154:28709', 'user_pass': ''},"
{'ip_port': ',122.4.44.228,,:,46911,"', 'user_pass': ''},",HTTPS,"{'ip_port': '122.4.44.228:46911', 'user_pass': ''},"
{'ip_port': ',124.228.239.178,,:,808,"', 'user_pass': ''},",HTTP,"{'ip_port': '124.228.239.178:808', 'user_pass': ''},"
{'ip_port': ',49.71.81.148,,:,3128,"', 'user_pass': ''},",HTTP,"{'ip_port': '49.71.81.148:3128', 'user_pass': ''},"
{'ip_port': ',202.108.2.42,,:,80,"', 'user_pass': ''},",HTTP,"{'ip_port': '202.108.2.42:80', 'user_pass': ''},"
{'ip_port': ',49.85.7.213,,:,20032,"', 'user_pass': ''},",HTTP,"{'ip_port': '49.85.7.213:20032', 'user_pass': ''},"
{'ip_port': ',125.109.194.239,,:,40109,"', 'user_pass': ''},",HTTPS,"{'ip_port': '125.109.194.239:40109', 'user_pass': ''},"
{'ip_port': ',117.95.201.200,,:,29199,"', 'user_pass': ''},",HTTPS,"{'ip_port': '117.95.201.200:29199', 'user_pass': ''},"
{'ip_port': ',171.39.44.24,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '171.39.44.24:8123', 'user_pass': ''},"
{'ip_port': ',114.233.232.201,,:,8888,"', 'user_pass': ''},",HTTP,"{'ip_port': '114.233.232.201:8888', 'user_pass': ''},"
{'ip_port': ',115.203.203.245,,:,25231,"', 'user_pass': ''},",HTTP,"{'ip_port': '115.203.203.245:25231', 'user_pass': ''},"
{'ip_port': ',115.221.127.153,,:,39111,"', 'user_pass': ''},",HTTP,"{'ip_port': '115.221.127.153:39111', 'user_pass': ''},"
{'ip_port': ',180.122.144.243,,:,35345,"', 'user_pass': ''},",HTTPS,"{'ip_port': '180.122.144.243:35345', 'user_pass': ''},"
{'ip_port': ',223.247.243.40,,:,27374,"', 'user_pass': ''},",HTTPS,"{'ip_port': '223.247.243.40:27374', 'user_pass': ''},"
{'ip_port': ',183.151.43.78,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '183.151.43.78:3128', 'user_pass': ''},"
{'ip_port': ',180.121.163.154,,:,48679,"', 'user_pass': ''},",HTTPS,"{'ip_port': '180.121.163.154:48679', 'user_pass': ''},"
{'ip_port': ',117.28.24.66,,:,28154,"', 'user_pass': ''},",HTTPS,"{'ip_port': '117.28.24.66:28154', 'user_pass': ''},"
{'ip_port': ',117.95.200.34,,:,37735,"', 'user_pass': ''},",HTTPS,"{'ip_port': '117.95.200.34:37735', 'user_pass': ''},"
{'ip_port': ',171.14.91.11,,:,47279,"', 'user_pass': ''},",HTTPS,"{'ip_port': '171.14.91.11:47279', 'user_pass': ''},"
{'ip_port': ',114.232.169.211,,:,26736,"', 'user_pass': ''},",HTTPS,"{'ip_port': '114.232.169.211:26736', 'user_pass': ''},"
{'ip_port': ',114.230.127.70,,:,38465,"', 'user_pass': ''},",HTTPS,"{'ip_port': '114.230.127.70:38465', 'user_pass': ''},"
{'ip_port': ',183.52.106.143,,:,27756,"', 'user_pass': ''},",HTTP,"{'ip_port': '183.52.106.143:27756', 'user_pass': ''},"
{'ip_port': ',122.242.91.110,,:,23664,"', 'user_pass': ''},",HTTPS,"{'ip_port': '122.242.91.110:23664', 'user_pass': ''},"
{'ip_port': ',123.161.156.156,,:,36145,"', 'user_pass': ''},",HTTPS,"{'ip_port': '123.161.156.156:36145', 'user_pass': ''},"
{'ip_port': ',120.37.173.36,,:,27208,"', 'user_pass': ''},",HTTPS,"{'ip_port': '120.37.173.36:27208', 'user_pass': ''},"
{'ip_port': ',60.184.186.244,,:,42630,"', 'user_pass': ''},",HTTP,"{'ip_port': '60.184.186.244:42630', 'user_pass': ''},"
{'ip_port': ',1.199.194.197,,:,27191,"', 'user_pass': ''},",HTTPS,"{'ip_port': '1.199.194.197:27191', 'user_pass': ''},"
{'ip_port': ',110.73.35.43,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.73.35.43:8123', 'user_pass': ''},"
{'ip_port': ',113.121.174.46,,:,36158,"', 'user_pass': ''},",HTTP,"{'ip_port': '113.121.174.46:36158', 'user_pass': ''},"
{'ip_port': ',58.56.149.198,,:,53281,"', 'user_pass': ''},",HTTPS,"{'ip_port': '58.56.149.198:53281', 'user_pass': ''},"
{'ip_port': ',180.119.65.224,,:,808,"', 'user_pass': ''},",HTTP,"{'ip_port': '180.119.65.224:808', 'user_pass': ''},"
{'ip_port': ',124.228.239.134,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '124.228.239.134:3128', 'user_pass': ''},"
{'ip_port': ',49.70.95.54,,:,30623,"', 'user_pass': ''},",HTTPS,"{'ip_port': '49.70.95.54:30623', 'user_pass': ''},"
{'ip_port': ',180.122.145.243,,:,41247,"', 'user_pass': ''},",HTTPS,"{'ip_port': '180.122.145.243:41247', 'user_pass': ''},"
{'ip_port': ',1.196.0.25,,:,25176,"', 'user_pass': ''},",HTTPS,"{'ip_port': '1.196.0.25:25176', 'user_pass': ''},"
{'ip_port': ',110.90.135.30,,:,38768,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.90.135.30:38768', 'user_pass': ''},"
{'ip_port': ',222.85.39.101,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '222.85.39.101:808', 'user_pass': ''},"
{'ip_port': ',114.230.233.181,,:,33441,"', 'user_pass': ''},",HTTP,"{'ip_port': '114.230.233.181:33441', 'user_pass': ''},"
{'ip_port': ',49.85.2.117,,:,21142,"', 'user_pass': ''},",HTTPS,"{'ip_port': '49.85.2.117:21142', 'user_pass': ''},"
{'ip_port': ',49.85.7.123,,:,36076,"', 'user_pass': ''},",HTTP,"{'ip_port': '49.85.7.123:36076', 'user_pass': ''},"
{'ip_port': ',115.221.121.154,,:,22034,"', 'user_pass': ''},",HTTP,"{'ip_port': '115.221.121.154:22034', 'user_pass': ''},"
{'ip_port': ',183.148.75.241,,:,32325,"', 'user_pass': ''},",HTTP,"{'ip_port': '183.148.75.241:32325', 'user_pass': ''},"
{'ip_port': ',119.119.69.99,,:,8080,"', 'user_pass': ''},",HTTPS,"{'ip_port': '119.119.69.99:8080', 'user_pass': ''},"
{'ip_port': ',113.105.203.47,,:,3128,"', 'user_pass': ''},",HTTP,"{'ip_port': '113.105.203.47:3128', 'user_pass': ''},"
{'ip_port': ',180.119.65.156,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '180.119.65.156:3128', 'user_pass': ''},"
{'ip_port': ',114.235.22.145,,:,45917,"', 'user_pass': ''},",HTTPS,"{'ip_port': '114.235.22.145:45917', 'user_pass': ''},"
{'ip_port': ',117.87.115.200,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '117.87.115.200:8123', 'user_pass': ''},"
{'ip_port': ',39.75.172.250,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '39.75.172.250:8118', 'user_pass': ''},"
{'ip_port': ',123.163.146.237,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '123.163.146.237:808', 'user_pass': ''},"
{'ip_port': ',171.39.40.43,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '171.39.40.43:8123', 'user_pass': ''},"
{'ip_port': ',36.22.197.145,,:,44925,"', 'user_pass': ''},",HTTPS,"{'ip_port': '36.22.197.145:44925', 'user_pass': ''},"
{'ip_port': ',110.252.103.106,,:,80,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.252.103.106:80', 'user_pass': ''},"
{'ip_port': ',121.228.49.148,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '121.228.49.148:3128', 'user_pass': ''},"
{'ip_port': ',115.203.187.51,,:,45002,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.203.187.51:45002', 'user_pass': ''},"
{'ip_port': ',115.221.123.97,,:,43019,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.221.123.97:43019', 'user_pass': ''},"
{'ip_port': ',121.237.163.71,,:,27346,"', 'user_pass': ''},",HTTPS,"{'ip_port': '121.237.163.71:27346', 'user_pass': ''},"
{'ip_port': ',113.121.164.53,,:,35186,"', 'user_pass': ''},",HTTP,"{'ip_port': '113.121.164.53:35186', 'user_pass': ''},"
{'ip_port': ',115.46.78.59,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.46.78.59:8123', 'user_pass': ''},"
{'ip_port': ',27.40.128.201,,:,61234,"', 'user_pass': ''},",HTTPS,"{'ip_port': '27.40.128.201:61234', 'user_pass': ''},"
{'ip_port': ',36.22.231.156,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '36.22.231.156:8118', 'user_pass': ''},"
{'ip_port': ',59.58.209.157,,:,37994,"', 'user_pass': ''},",HTTPS,"{'ip_port': '59.58.209.157:37994', 'user_pass': ''},"
{'ip_port': ',123.149.163.222,,:,38211,"', 'user_pass': ''},",HTTPS,"{'ip_port': '123.149.163.222:38211', 'user_pass': ''},"
{'ip_port': ',115.46.64.232,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.46.64.232:8123', 'user_pass': ''},"
{'ip_port': ',115.202.250.37,,:,25442,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.202.250.37:25442', 'user_pass': ''},"
{'ip_port': ',116.226.61.138,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '116.226.61.138:8118', 'user_pass': ''},"
{'ip_port': ',113.128.28.246,,:,29883,"', 'user_pass': ''},",HTTP,"{'ip_port': '113.128.28.246:29883', 'user_pass': ''},"
{'ip_port': ',60.174.74.40,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '60.174.74.40:8118', 'user_pass': ''},"
{'ip_port': ',183.145.48.186,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '183.145.48.186:8118', 'user_pass': ''},"
{'ip_port': ',114.230.41.75,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '114.230.41.75:3128', 'user_pass': ''},"
{'ip_port': ',183.148.71.196,,:,37172,"', 'user_pass': ''},",HTTP,"{'ip_port': '183.148.71.196:37172', 'user_pass': ''},"
{'ip_port': ',118.254.146.52,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '118.254.146.52:3128', 'user_pass': ''},"
{'ip_port': ',113.106.49.7,,:,80,"', 'user_pass': ''},",HTTPS,"{'ip_port': '113.106.49.7:80', 'user_pass': ''},"
{'ip_port': ',36.99.212.170,,:,22606,"', 'user_pass': ''},",HTTP,"{'ip_port': '36.99.212.170:22606', 'user_pass': ''},"
{'ip_port': ',122.241.75.141,,:,3128,"', 'user_pass': ''},",HTTP,"{'ip_port': '122.241.75.141:3128', 'user_pass': ''},"
{'ip_port': ',180.122.151.105,,:,28701,"', 'user_pass': ''},",HTTPS,"{'ip_port': '180.122.151.105:28701', 'user_pass': ''},"
{'ip_port': ',115.46.98.44,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '115.46.98.44:8123', 'user_pass': ''},"
{'ip_port': ',123.114.41.201,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '123.114.41.201:8118', 'user_pass': ''},"
{'ip_port': ',122.241.73.83,,:,3128,"', 'user_pass': ''},",HTTP,"{'ip_port': '122.241.73.83:3128', 'user_pass': ''},"
{'ip_port': ',120.39.114.223,,:,23647,"', 'user_pass': ''},",HTTPS,"{'ip_port': '120.39.114.223:23647', 'user_pass': ''},"
{'ip_port': ',60.184.174.136,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '60.184.174.136:808', 'user_pass': ''},"
{'ip_port': ',60.184.173.50,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '60.184.173.50:808', 'user_pass': ''},"
{'ip_port': ',222.76.144.179,,:,37066,"', 'user_pass': ''},",HTTP,"{'ip_port': '222.76.144.179:37066', 'user_pass': ''},"
{'ip_port': ',121.31.102.58,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '121.31.102.58:8123', 'user_pass': ''},"
{'ip_port': ',180.122.148.245,,:,21030,"', 'user_pass': ''},",HTTPS,"{'ip_port': '180.122.148.245:21030', 'user_pass': ''},"
{'ip_port': ',180.122.148.245,,:,21030,"', 'user_pass': ''},",HTTP,"{'ip_port': '180.122.148.245:21030', 'user_pass': ''},"
{'ip_port': ',122.241.74.75,,:,808,"', 'user_pass': ''},",HTTP,"{'ip_port': '122.241.74.75:808', 'user_pass': ''},"
{'ip_port': ',221.229.18.251,,:,808,"', 'user_pass': ''},",HTTP,"{'ip_port': '221.229.18.251:808', 'user_pass': ''},"
{'ip_port': ',110.86.96.210,,:,35245,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.86.96.210:35245', 'user_pass': ''},"
{'ip_port': ',114.230.123.252,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '114.230.123.252:808', 'user_pass': ''},"
{'ip_port': ',114.230.41.225,,:,808,"', 'user_pass': ''},",HTTP,"{'ip_port': '114.230.41.225:808', 'user_pass': ''},"
{'ip_port': ',221.229.18.118,,:,3128,"', 'user_pass': ''},",HTTP,"{'ip_port': '221.229.18.118:3128', 'user_pass': ''},"
{'ip_port': ',221.225.7.133,,:,48509,"', 'user_pass': ''},",HTTPS,"{'ip_port': '221.225.7.133:48509', 'user_pass': ''},"
{'ip_port': ',49.70.94.4,,:,44161,"', 'user_pass': ''},",HTTPS,"{'ip_port': '49.70.94.4:44161', 'user_pass': ''},"
{'ip_port': ',171.39.42.167,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '171.39.42.167:8123', 'user_pass': ''},"
{'ip_port': ',115.203.223.46,,:,46524,"', 'user_pass': ''},",HTTP,"{'ip_port': '115.203.223.46:46524', 'user_pass': ''},"
{'ip_port': ',114.101.143.206,,:,47933,"', 'user_pass': ''},",HTTPS,"{'ip_port': '114.101.143.206:47933', 'user_pass': ''},"
{'ip_port': ',117.25.190.171,,:,29268,"', 'user_pass': ''},",HTTP,"{'ip_port': '117.25.190.171:29268', 'user_pass': ''},"
{'ip_port': ',122.4.44.186,,:,21093,"', 'user_pass': ''},",HTTP,"{'ip_port': '122.4.44.186:21093', 'user_pass': ''},"
{'ip_port': ',114.101.143.206,,:,47933,"', 'user_pass': ''},",HTTP,"{'ip_port': '114.101.143.206:47933', 'user_pass': ''},"
{'ip_port': ',110.73.29.43,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.29.43:8123', 'user_pass': ''},"
{'ip_port': ',218.59.103.142,,:,9999,"', 'user_pass': ''},",HTTPS,"{'ip_port': '218.59.103.142:9999', 'user_pass': ''},"
{'ip_port': ',121.31.198.157,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '121.31.198.157:8123', 'user_pass': ''},"
{'ip_port': ',123.14.165.80,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '123.14.165.80:8118', 'user_pass': ''},"
{'ip_port': ',113.222.81.237,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '113.222.81.237:808', 'user_pass': ''},"
{'ip_port': ',180.122.150.177,,:,24875,"', 'user_pass': ''},",HTTP,"{'ip_port': '180.122.150.177:24875', 'user_pass': ''},"
{'ip_port': ',171.39.28.130,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '171.39.28.130:8123', 'user_pass': ''},"
{'ip_port': ',27.197.176.121,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '27.197.176.121:8118', 'user_pass': ''},"
